start_time,datetime,flow_mean,flow_total,transactions_count_flow
1705089600000,2024-01-12 20:00:00,5.624e-05,0.00044991,8
1705093200000,2024-01-12 21:00:00,0.0086329,0.64746761,75
1705096800000,2024-01-12 22:00:00,0.03323544,0.66470885,20
1705100400000,2024-01-12 23:00:00,0.02277159,0.70591916,31
1705104000000,2024-01-13 00:00:00,0.03060727,1.13246911,37
1705107600000,2024-01-13 01:00:00,0.00881245,0.35249805,40
1705111200000,2024-01-13 02:00:00,0.48357578,20.31018289,42
1705114800000,2024-01-13 03:00:00,0.47005667,29.14351382,62
1705118400000,2024-01-13 04:00:00,0.01788421,0.73325262,41
1705122000000,2024-01-13 05:00:00,0.00046058,0.01059336,23
1705125600000,2024-01-13 06:00:00,0.00405328,0.16213137,40
1705129200000,2024-01-13 07:00:00,1.21398825,20.63780024,17
1705132800000,2024-01-13 08:00:00,0.01441657,0.37483093,26
1705136400000,2024-01-13 09:00:00,0.00197172,0.04140617,21
1705140000000,2024-01-13 10:00:00,0.00056452,0.01016136,18
1705143600000,2024-01-13 11:00:00,0.0443837,0.75452298,17
1705147200000,2024-01-13 12:00:00,0.00207101,0.03106514,15
1705150800000,2024-01-13 13:00:00,0.07394497,0.73944973,10
1705154400000,2024-01-13 14:00:00,0.02981962,1.01386708,34
1705158000000,2024-01-13 15:00:00,0.04536264,1.6784178,37
1705161600000,2024-01-13 16:00:00,0.01447858,0.52122896,36
1705165200000,2024-01-13 17:00:00,0.00019542,0.00214957,11
1705168800000,2024-01-13 18:00:00,0.00260462,0.04427856,17
1705172400000,2024-01-13 19:00:00,0.00211477,0.02326244,11
1705176000000,2024-01-13 20:00:00,0.00019996,0.00019996,1
1705179600000,2024-01-13 21:00:00,0.0179544,0.19749838,11
1705183200000,2024-01-13 22:00:00,0.00114746,0.00917966,8
1705186800000,2024-01-13 23:00:00,9.998e-05,9.998e-05,1
1705190400000,2024-01-14 00:00:00,0.0001756,0.00122922,7
1705194000000,2024-01-14 01:00:00,0.00016663,0.0004999,3
1705197600000,2024-01-14 02:00:00,0.21783046,9.36670989,43
1705201200000,2024-01-14 03:00:00,0.02556657,0.30679888,12
1705204800000,2024-01-14 04:00:00,0.00079211,0.01901054,24
